#---Header
EC or Barrel: EC
Module type: R2
Module ref. Number: 20USEM20000023MovedSensorPts
Date: 2022-08-04T23:38:48.702119Z
Institute: SFU
Operator: AR
Instrument Type: Smartscope Flash 302
Run Number: 4
Measurement program version: v1
#---Positions
#Location	X[mm]	Y[mm]
H_R2H0_P1	4.2044	23.2156
H_R2H0_P2	124.2137	25.8699
PB_P1	81.8925	10.5148
PB_P2	122.3791	1.0973
#---Glue heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
HCC_R2H0_3_C	2	9.3224	9.2642	0.4426
HCC_R2H0_3_D	2	9.2398	13.7373	0.4261
H_R2H0_0	2	2.8914	10.6213	0.4254
H_R2H0_0_A	2	2.6120	8.2733	0.4340
H_R2H0_0_B	2	2.8506	9.7492	0.4280
H_R2H0_0_C	2	2.9288	10.9880	0.4152
H_R2H0_0_D	2	3.1743	13.4748	0.4243
H_R2H0_1	2	87.5125	12.8010	0.4625
H_R2H0_1_A	2	83.8919	12.6386	0.4607
H_R2H0_1_B	2	87.1324	12.7883	0.4713
H_R2H0_1_C	2	87.9079	12.8160	0.4673
H_R2H0_1_D	2	91.1180	12.9612	0.4507
H_R2H0_2	2	117.7975	16.3704	0.4276
H_R2H0_2_A	2	115.0107	15.9733	0.4388
H_R2H0_2_B	2	115.6152	16.7332	0.4227
H_R2H0_2_C	2	119.9797	16.0054	0.4238
H_R2H0_2_D	2	120.5846	16.7698	0.4250
PB_1	2	123.4725	5.6656	0.4455
PB_1_A	2	123.5961	1.4250	0.5308
PB_1_B	2	123.5914	1.4326	0.5251
PB_1_C	2	123.2651	7.0931	0.4295
PB_1_D	2	123.4373	12.7115	0.2967
PB_2	2	109.6884	11.8179	0.2960
PB_3	2	87.1078	10.4288	0.5038
PB_3_A	2	83.2151	10.1656	0.5048
PB_3_B	2	86.7275	10.4514	0.5273
PB_3_C	2	87.6829	10.4871	0.5182
PB_3_D	2	90.8057	10.6109	0.4649
PB_4	2	85.8734	1.3822	0.5798
PB_4_A	2	86.9752	3.9541	0.5567
PB_4_B	2	87.4093	-1.0192	0.5836
PB_4_C	2	84.6633	-1.1933	0.5937
PB_4_D	2	84.4457	3.7873	0.5850
PB_5	2	60.2933	2.8873	0.5415
#---Other heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
C1	4	118.1056	5.7762	2.9257
C2	4	117.8806	9.2507	2.8679
C3	4	104.0015	10.0097	2.9218
C4	4	104.4887	1.4819	3.0108
Shield_A	4	63.1656	-1.4151	5.6922
Shield_B	4	68.5390	-0.9534	5.6489
Shield_C	4	76.5593	-0.8348	5.7326
Shield_D	4	63.0898	5.5440	5.6283
Shield_E	4	72.1021	5.7264	5.4501
Shield_F	4	76.5987	5.2818	5.5743
