#---Header
EC or Barrel: EC
Module type: R2
Module ref. Number: 20USEM20000023MovedSensorPts
Date: 2022-08-04T23:38:44.738770Z
Institute: SFU
Operator: AR
Instrument Type: Smartscope Flash 302
Run Number: 2
Measurement program version: v1
#---Positions
#Location	X[mm]	Y[mm]
H_R2H0_P1	4.2036	23.2153
H_R2H0_P2	124.2136	25.8698
PB_P1	81.8906	10.5150
PB_P2	122.3780	1.0971
#---Glue heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
PB_1_A	2	123.5908	1.4271	0.4737
PB_1_B	2	123.5861	1.4347	0.4732
PB_1_C	2	123.2596	7.0977	0.3824
PB_1_D	2	123.4300	12.7119	0.2637
PB_2	2	109.6818	11.8196	0.2614
PB_3	2	87.1032	10.4283	0.4666
PB_3_A	2	83.2102	10.1653	0.4684
PB_3_B	2	86.7234	10.4505	0.4835
PB_3_C	2	87.6775	10.4865	0.4824
PB_3_D	2	90.8016	10.6110	0.4323
PB_4	2	85.8693	1.3809	0.5265
PB_4_A	2	86.9702	3.9520	0.5070
PB_4_B	2	87.4058	-1.0176	0.5258
PB_4_C	2	84.6604	-1.1940	0.5343
PB_4_D	2	84.4409	3.7834	0.5389
PB_5	2	60.2864	2.8857	0.4868
#---Other heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
C1	4	118.1004	5.7796	2.8806
C2	4	117.8756	9.2525	2.8250
C3	4	103.9964	10.0110	2.8750
C4	4	104.4847	1.4824	2.9572
Shield_A	4	63.1602	-1.4176	5.6351
Shield_B	4	68.5347	-0.9536	5.5894
Shield_C	4	76.5544	-0.8367	5.6783
Shield_D	4	63.0838	5.5419	5.5711
Shield_E	4	72.0987	5.7258	5.4113
Shield_F	4	76.5941	5.2803	5.5166
