#---Header
EC or Barrel: EC
Module type: R2
Module ref. Number: 20USEM20000023MovedSensorPts
Date: 2022-08-04T23:38:53.036772Z
Institute: SFU
Operator: AR
Instrument Type: Smartscope Flash 302
Run Number: 6
Measurement program version: v1
#---Positions
#Location	X[mm]	Y[mm]
H_R2H0_P1	4.2038	23.2155
H_R2H0_P2	124.2127	25.8699
PB_P1	81.8914	10.5147
PB_P2	122.3773	1.0972
#---Glue heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
ABC_R2H0_9_A	2	33.3500	23.6101	0.3967
ABC_R2H0_9_B	2	33.2694	21.0456	0.4135
ABC_R2H0_9_C	2	24.4687	21.5672	0.4203
ABC_R2H0_9_D	2	24.7188	24.1000	0.4103
HCC_R2H0_2	2	22.6062	7.0009	0.4374
HCC_R2H0_2_A	2	25.3895	9.4158	0.4230
HCC_R2H0_2_B	2	25.6908	4.7934	0.4343
HCC_R2H0_2_C	2	19.7242	4.6587	0.4507
HCC_R2H0_2_D	2	19.6202	9.1358	0.4415
HCC_R2H0_3	2	12.2235	11.6017	0.4377
HCC_R2H0_3_A	2	15.0195	14.0044	0.4307
HCC_R2H0_3_B	2	15.3084	9.4005	0.4430
HCC_R2H0_3_C	2	9.3255	9.2635	0.4384
HCC_R2H0_3_D	2	9.2405	13.7385	0.4389
H_R2H0_0	2	2.8904	10.6212	0.4301
H_R2H0_0_A	2	2.6110	8.2728	0.4381
H_R2H0_0_B	2	2.8501	9.7498	0.4341
H_R2H0_0_C	2	2.9271	10.9869	0.4260
H_R2H0_0_D	2	3.1734	13.4752	0.4224
H_R2H0_1	2	87.5121	12.8005	0.4681
H_R2H0_1_A	2	83.8907	12.6380	0.4635
H_R2H0_1_B	2	87.1315	12.7886	0.4738
H_R2H0_1_C	2	87.9080	12.8154	0.4764
H_R2H0_1_D	2	91.1183	12.9599	0.4587
H_R2H0_2	2	117.7964	16.3704	0.4208
H_R2H0_2_A	2	115.0091	15.9747	0.4232
H_R2H0_2_B	2	115.6128	16.7318	0.4142
H_R2H0_2_C	2	119.9791	16.0052	0.4230
H_R2H0_2_D	2	120.5847	16.7699	0.4228
PB_1	2	123.4717	5.6660	0.4457
PB_1_A	2	123.5951	1.4258	0.5320
PB_1_B	2	123.5913	1.4334	0.5271
PB_1_C	2	123.2642	7.0942	0.4239
PB_1_D	2	123.4362	12.7106	0.2999
PB_2	2	109.6873	11.8175	0.2975
PB_3	2	87.1072	10.4289	0.5070
PB_3_A	2	83.2150	10.1672	0.5031
PB_3_B	2	86.7265	10.4505	0.5297
PB_3_C	2	87.6817	10.4872	0.5177
PB_3_D	2	90.8055	10.6108	0.4776
PB_4	2	85.8729	1.3815	0.5908
PB_4_A	2	86.9736	3.9522	0.5579
PB_4_B	2	87.4093	-1.0169	0.5951
PB_4_C	2	84.6636	-1.1936	0.6059
PB_4_D	2	84.4451	3.7843	0.6045
PB_5	2	60.2934	2.8845	0.5398
#---Other heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
C1	4	118.1060	5.7780	2.9332
C2	4	117.8805	9.2526	2.8654
C3	4	104.0032	10.0107	2.9115
C4	4	104.4883	1.4823	3.0146
Shield_A	4	63.1647	-1.4184	5.6949
Shield_B	4	68.5393	-0.9544	5.6493
Shield_C	4	76.5591	-0.8360	5.7378
Shield_D	4	63.0885	5.5442	5.6161
Shield_E	4	72.1023	5.7267	5.4590
Shield_F	4	76.5985	5.2810	5.5724
