#---Header
EC or Barrel: EC
Module type: R2
Module ref. Number: R2SFURUN3_zeroedsensorpoints
Date: 2022-09-03T01:06:50.040358Z
Institute: SFU
Operator: ar
Instrument Type: Smartscope Flash 302
Run Number: 1
Measurement program version: v1
#---Positions
#Location	X[mm]	Y[mm]
H_R2H0_P1	4.2064	23.2102
H_R2H0_P2	124.2148	25.8645
PB_P1	81.8931	10.5100
PB_P2	122.3792	1.0920
#---Glue heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
ABC_R2H0_5_A	2	73.7815	22.9428	0.3800
ABC_R2H0_5_B	2	73.8895	20.3622	0.3803
ABC_R2H0_5_C	2	65.0589	20.3207	0.3797
ABC_R2H0_5_D	2	65.1347	22.8608	0.3823
ABC_R2H0_6	2	59.3418	21.6234	0.3823
ABC_R2H0_6_A	2	63.6830	22.8711	0.3822
ABC_R2H0_6_B	2	63.7410	20.2957	0.3789
ABC_R2H0_6_C	2	54.9126	20.3905	0.3816
ABC_R2H0_6_D	2	55.0306	22.9363	0.3867
ABC_R2H0_7	2	49.2051	21.7659	0.3858
ABC_R2H0_7_A	2	53.5616	22.9476	0.3867
ABC_R2H0_7_B	2	53.5773	20.3515	0.3825
ABC_R2H0_7_C	2	44.7542	20.6130	0.3850
ABC_R2H0_7_D	2	44.9273	23.1515	0.3888
ABC_R2H0_8	2	39.0739	22.0894	0.3866
ABC_R2H0_8_A	2	43.4543	23.1916	0.3890
ABC_R2H0_8_B	2	43.4255	20.6148	0.3858
ABC_R2H0_8_C	2	34.6065	21.0102	0.3828
ABC_R2H0_8_D	2	34.8093	23.5409	0.3886
ABC_R2H0_9	2	28.9495	22.5799	0.3858
ABC_R2H0_9_A	2	33.3483	23.6104	0.3862
ABC_R2H0_9_B	2	33.2689	21.0447	0.3837
ABC_R2H0_9_C	2	24.4655	21.5667	0.3871
ABC_R2H0_9_D	2	24.7151	24.0977	0.3864
HCC_R2H0_2	2	22.6435	7.0027	0.3715
HCC_R2H0_2_A	2	25.4792	9.4189	0.3656
HCC_R2H0_2_B	2	25.6920	4.7920	0.3688
HCC_R2H0_2_C	2	19.7697	4.6503	0.3829
HCC_R2H0_2_D	2	19.6333	9.1495	0.3686
HCC_R2H0_3	2	12.2684	11.6028	0.3761
HCC_R2H0_3_A	2	15.0949	13.9955	0.3746
HCC_R2H0_3_B	2	15.3080	9.3996	0.3726
HCC_R2H0_3_C	2	9.4178	9.2559	0.3783
HCC_R2H0_3_D	2	9.2528	13.7603	0.3790
H_R2H0_0	2	2.7630	10.6464	0.3624
H_R2H0_0_A	2	2.5405	8.2773	0.3678
H_R2H0_0_B	2	2.6261	9.7813	0.3610
H_R2H0_0_C	2	2.7475	11.0236	0.3660
H_R2H0_0_D	2	3.1380	13.5036	0.3549
H_R2H0_1	2	87.5116	12.7983	0.4140
H_R2H0_1_A	2	83.8900	12.6380	0.4165
H_R2H0_1_B	2	87.1319	12.7768	0.4178
H_R2H0_1_C	2	87.9068	12.8158	0.4149
H_R2H0_1_D	2	91.1178	12.9625	0.4068
H_R2H0_2	2	117.8068	16.3992	0.3802
H_R2H0_2_A	2	115.1732	16.1909	0.3847
H_R2H0_2_B	2	115.5577	16.6200	0.3796
H_R2H0_2_C	2	120.0042	16.1185	0.3796
H_R2H0_2_D	2	120.4922	16.6673	0.3768
PB_1	2	123.4716	5.6655	0.3645
PB_1_A	2	123.5941	1.4297	0.4359
PB_1_B	2	123.5918	1.4299	0.4361
PB_1_C	2	123.2639	7.0930	0.3563
PB_1_D	2	123.4365	12.7096	0.2298
PB_2	2	109.6890	11.8182	0.2448
PB_3	2	87.1081	10.4340	0.4420
PB_3_A	2	83.2147	10.1833	0.4475
PB_3_B	2	86.7272	10.4527	0.4583
PB_3_C	2	87.6825	10.4894	0.4526
PB_3_D	2	90.8079	10.6104	0.4096
PB_4	2	85.8736	1.3821	0.5036
PB_4_A	2	86.9755	3.9535	0.4854
PB_4_B	2	87.4103	-1.0165	0.5001
PB_4_C	2	84.6638	-1.1934	0.5091
PB_4_D	2	84.4446	3.7850	0.5199
PB_5	2	60.2940	2.8890	0.4784
#---Other heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
C1	4	118.1110	5.7771	2.8437
C2	4	117.8806	9.2506	2.7934
C3	4	104.0031	10.0108	2.8525
C4	4	104.4890	1.4820	2.9213
Shield_A	4	63.1648	-1.4162	5.6044
Shield_B	4	68.5393	-0.9532	5.5619
Shield_C	4	76.5594	-0.8343	5.6455
Shield_D	4	63.0880	5.5454	5.5496
Shield_E	4	72.1022	5.7266	5.3826
Shield_F	4	76.5985	5.2816	5.5037
