#---Header
EC or Barrel: EC
Module type: R2
Module ref. Number: 20USEM20000023MovedSensorPts
Date: 2022-08-04T23:38:46.466973Z
Institute: SFU
Operator: AR
Instrument Type: Smartscope Flash 302
Run Number: 3
Measurement program version: v1
#---Positions
#Location	X[mm]	Y[mm]
H_R2H0_P1	4.2039	23.2157
H_R2H0_P2	124.2143	25.8701
PB_P1	81.8914	10.5151
PB_P2	122.3786	1.0974
#---Glue heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
PB_4_A	2	86.9721	3.9506	0.5463
PB_4_B	2	87.4112	-1.0195	0.5785
PB_4_C	2	84.6635	-1.1950	0.5969
PB_4_D	2	84.4446	3.7829	0.5853
PB_5	2	60.2922	2.8800	0.5291
#---Other heights:
#Location	Type	X[mm]	Y[mm]	Z[mm]
C1	4	118.1039	5.7796	2.9150
C2	4	117.8782	9.2523	2.8512
C3	4	104.0008	10.0105	2.9093
C4	4	104.4879	1.4829	3.0036
Shield_A	4	63.1658	-1.4216	5.6772
Shield_B	4	68.5390	-0.9581	5.6323
Shield_C	4	76.5619	-0.8393	5.7220
Shield_D	4	63.0887	5.5404	5.6030
Shield_E	4	72.1007	5.7208	5.4409
Shield_F	4	76.5975	5.2777	5.5507
